TQ,FQ,TS,FS
116,165,504,118
90,122,556,135
177,328,328,70
116,184,491,112
123,205,479,96
112,226,462,103
86,104,572,141
100,134,537,132
126,191,470,116
139,219,449,96
152,298,387,66
181,354,305,63
108,203,479,113
87,135,528,153
73,135,569,126
95,178,507,123
122,205,472,104
129,209,444,121
183,418,253,49
133,232,442,96
174,312,354,63
69,66,599,169
149,289,389,76
165,279,396,63
149,304,380,70
94,137,555,117
113,161,513,116
132,240,441,90
142,268,410,83
113,175,509,106
73,98,592,140
127,235,448,93
129,251,425,98
144,276,400,83
147,301,375,80
186,342,314,61
137,260,425,81
157,267,417,62
134,239,446,84
129,229,441,104
152,359,330,62
67,67,601,168
163,254,409,77
166,311,370,56
73,100,587,143
112,213,475,103
149,291,379,84
155,237,424,87
143,287,396,77
120,187,488,108
