TQ,FQ,TS,FS
169,290,379,65
175,343,335,50
184,312,344,63
138,236,439,90
133,216,468,86
158,282,406,57
150,237,439,77
104,141,530,128
133,204,457,109
111,177,491,124
155,325,360,63
120,165,494,124
123,195,487,98
153,240,423,87
105,196,508,94
129,238,447,89
156,308,369,70
160,253,400,90
128,195,476,104
183,385,289,46
132,173,493,105
187,304,361,51
103,163,515,122
115,201,474,113
111,128,556,108
105,155,537,106
94,116,558,135
124,201,480,98
135,171,507,90
127,157,527,92
149,226,464,64
163,266,417,57
145,238,438,82
159,299,377,68
169,333,343,58
136,164,492,111
126,200,485,92
127,159,525,92
126,185,500,92
101,116,554,132
156,275,414,58
137,235,433,98
153,246,417,87
100,146,535,122
136,257,430,80
167,372,316,48
130,235,435,103
173,262,399,69
143,261,422,77
162,309,366,66
