TQ,FQ,TS,FS
179,413,256,55
90,228,450,135
110,258,398,137
141,383,292,87
136,418,266,83
70,163,525,145
98,196,480,129
108,236,435,124
189,396,265,53
78,174,494,157
113,241,444,105
189,435,224,55
171,453,229,50
106,237,426,134
93,222,482,106
77,184,501,141
123,239,438,103
164,371,282,86
129,270,401,103
88,172,502,141
107,209,457,130
98,144,521,140
106,198,480,119
124,313,362,104
124,356,328,95
76,181,511,135
103,276,398,126
182,503,178,40
65,118,560,160
181,524,160,38
91,283,407,122
89,183,500,131
148,386,290,79
92,213,463,135
98,182,494,129
102,171,485,145
110,265,420,108
148,393,291,71
158,455,230,60
122,257,413,111
146,378,311,68
178,417,251,57
159,336,327,81
104,219,462,118
62,159,528,154
158,449,239,57
56,111,559,177
70,145,516,172
116,267,416,104
122,269,406,106
