TQ,FQ,TS,FS
129,87,582,105
119,108,570,106
130,75,581,117
123,97,578,105
122,88,596,97
127,71,617,88
122,85,591,105
146,179,492,86
137,115,546,105
120,72,596,115
118,95,590,100
128,86,573,116
115,71,611,106
136,87,576,104
105,87,617,94
130,185,500,88
114,101,576,112
146,71,582,104
123,76,595,109
118,77,597,111
165,197,469,72
136,101,564,102
115,87,591,110
123,115,560,105
126,77,607,93
115,84,608,96
136,71,603,93
130,90,591,92
133,88,590,92
124,99,585,95
121,102,588,92
114,77,606,106
118,79,597,109
128,115,561,99
110,86,590,117
144,91,565,103
119,64,621,99
140,208,476,79
149,111,574,69
128,75,595,105
