TQ,FQ,TS,FS
228,536,133,6
70,55,623,155
83,34,622,164
65,26,649,163
60,45,639,159
66,21,667,149
73,39,637,154
62,46,625,170
66,52,609,176
72,34,634,163
56,26,659,162
69,20,639,175
63,44,638,158
62,29,634,178
62,50,654,137
58,23,662,160
54,30,647,172
81,44,609,169
69,51,620,163
64,54,620,165
88,48,618,149
228,551,114,10
61,40,638,164
58,45,630,170
65,29,655,154
60,42,650,151
74,57,617,155
66,42,639,156
61,23,655,164
72,51,633,147
203,578,112,10
64,55,628,156
62,42,634,165
64,25,651,163
68,48,628,159
71,31,625,176
71,40,645,147
60,29,655,159
72,20,665,146
69,47,623,164
