TQ,FQ,TS,FS
132,127,542,102
111,90,588,114
116,80,576,131
101,62,613,127
97,56,628,122
122,129,559,93
115,67,609,112
96,58,613,136
110,76,585,132
104,71,597,131
109,125,560,109
129,140,519,115
104,76,606,117
122,94,569,118
91,63,641,108
99,71,614,119
102,77,600,124
121,48,605,129
98,50,621,134
102,55,619,127
129,63,603,108
110,62,603,128
113,145,533,112
97,68,607,131
106,59,625,113
98,61,631,113
109,66,608,120
111,55,626,111
117,74,604,108
107,72,612,112
95,57,633,118
106,84,599,114
106,65,611,121
107,74,602,120
95,64,612,132
219,445,211,28
127,129,556,91
96,65,619,123
115,66,619,103
132,138,532,101
