TQ,FQ,TS,FS
113,51,618,121
104,84,594,121
132,120,536,115
121,124,551,107
121,120,564,98
107,66,622,108
123,111,565,104
130,138,533,102
114,81,580,128
122,130,538,113
97,67,618,121
106,60,599,138
122,137,545,99
117,74,589,123
92,75,629,107
104,60,625,114
101,87,590,125
123,61,592,127
99,50,621,133
121,130,544,108
125,61,605,112
129,117,548,109
118,130,548,107
120,133,542,108
106,64,620,113
121,139,553,90
111,65,609,118
111,62,619,111
112,61,617,113
109,70,614,110
115,139,551,98
110,67,616,110
97,67,609,130
99,55,621,128
117,124,552,110
128,72,584,119
108,51,634,110
99,68,616,120
130,131,554,88
108,54,616,125
