TQ,FQ,TS,FS
124,98,571,110
106,78,600,119
113,68,588,134
117,112,563,111
95,48,636,124
120,109,579,95
120,97,579,107
97,56,615,135
124,121,540,118
98,55,613,137
98,56,629,120
121,127,532,123
116,119,563,105
117,84,579,123
105,130,574,94
98,70,615,120
103,82,595,123
137,103,550,113
116,112,559,116
102,59,615,127
126,55,611,111
122,98,567,116
109,117,561,116
91,51,624,137
102,56,628,117
95,61,631,116
106,70,604,123
113,62,619,109
124,128,550,101
106,64,620,113
109,126,564,104
101,66,617,119
116,121,555,111
102,68,608,125
94,59,617,133
118,64,592,129
116,120,565,102
95,57,627,124
113,63,622,105
110,57,613,123
