TQ,FQ,TS,FS
84,28,641,150
75,51,627,150
86,33,623,161
83,45,630,145
69,28,656,150
80,37,651,135
94,52,624,133
75,38,633,157
93,84,577,149
88,62,606,147
77,41,644,141
101,70,589,143
75,38,644,146
81,40,623,159
78,78,626,121
78,35,650,140
68,47,630,158
94,38,615,156
71,34,637,161
82,62,612,147
221,538,128,16
99,67,598,139
85,68,610,140
64,30,645,164
87,40,644,132
75,78,614,136
78,39,635,151
80,34,647,142
82,35,643,143
80,41,643,139
80,74,616,133
74,45,638,146
83,69,607,144
80,38,638,147
75,41,635,152
92,45,611,155
89,60,625,129
201,541,143,18
93,31,654,125
80,36,634,153
