TQ,FQ,TS,FS
83,40,629,151
210,579,99,15
89,35,621,158
67,26,649,161
59,47,637,160
77,42,646,138
77,37,639,150
71,48,623,161
69,55,606,173
64,22,646,171
73,48,637,145
74,22,637,170
67,50,632,154
67,30,633,173
65,56,648,134
73,43,642,145
66,53,624,160
82,49,604,168
77,49,622,155
64,47,627,165
90,46,620,147
72,29,636,166
59,23,655,166
64,44,631,164
74,49,635,145
59,46,646,152
80,59,615,149
73,43,638,149
74,46,632,151
78,52,632,141
65,47,643,148
70,58,625,150
70,44,632,157
84,54,622,143
68,52,624,159
83,49,607,164
62,22,663,156
74,50,634,145
74,19,666,144
75,46,624,158
