TQ,FQ,TS,FS
112,54,615,122
106,76,602,119
121,62,594,126
119,119,556,109
105,57,627,114
110,51,637,105
122,92,584,105
124,110,561,108
110,56,605,132
101,50,618,134
129,121,564,89
129,104,555,115
119,114,568,102
126,102,561,114
116,125,579,83
122,113,572,96
98,68,609,128
139,93,560,111
103,60,611,129
100,49,625,129
139,84,582,98
133,102,563,105
123,110,568,102
109,93,582,119
129,113,571,90
90,63,629,121
124,91,583,105
109,57,624,113
113,65,613,112
112,72,612,107
90,56,634,123
133,116,567,87
103,60,616,124
111,58,618,116
113,83,593,114
138,100,556,109
106,51,634,112
115,109,575,104
131,91,594,87
113,67,603,120
