TQ,FQ,TS,FS
213,439,230,21
90,105,573,135
106,78,578,141
80,43,632,148
80,77,607,139
83,36,652,132
193,426,250,34
74,48,623,158
96,89,572,146
79,38,630,156
73,45,640,145
100,84,575,144
87,94,588,134
100,92,571,140
81,92,612,118
184,440,245,34
72,56,621,154
102,44,609,148
79,42,629,153
207,449,225,22
216,470,196,21
212,468,197,26
82,98,580,143
66,41,634,162
82,48,636,137
85,100,592,126
84,47,627,145
78,37,644,144
99,96,582,126
201,450,234,18
83,91,599,130
90,94,589,130
193,458,218,34
206,454,222,21
70,42,634,157
119,87,569,128
93,85,600,125
75,49,635,144
90,40,645,128
75,44,626,158
