TQ,FQ,TS,FS
79,46,623,155
76,46,632,149
76,29,627,171
77,57,618,151
208,563,121,11
73,22,666,142
84,39,637,143
71,37,634,161
86,58,603,156
74,49,619,161
81,64,621,137
93,51,608,151
77,55,627,144
68,37,626,172
64,35,669,135
70,62,623,148
65,37,640,161
85,54,599,165
83,52,619,149
71,49,625,158
92,29,637,145
81,41,624,157
73,28,650,152
70,52,623,158
86,62,622,133
62,28,664,149
71,38,636,158
87,60,621,135
78,51,627,147
83,48,636,136
72,60,630,141
70,40,643,150
74,57,619,153
85,59,617,142
68,32,644,159
79,64,592,168
75,44,641,143
66,34,650,153
87,52,633,131
81,54,616,152
