TQ,FQ,TS,FS
104,44,625,130
108,104,574,117
101,48,608,146
95,43,632,133
85,46,638,134
102,42,646,113
100,40,636,127
106,63,608,126
103,51,610,139
112,102,566,123
91,58,627,127
101,57,602,143
94,59,623,127
102,63,600,138
92,108,596,107
110,102,583,108
93,63,614,133
126,89,564,124
94,39,632,138
88,47,627,141
113,51,615,124
101,55,610,137
92,51,627,133
106,112,563,122
109,99,585,110
90,47,645,121
114,99,575,115
100,47,634,122
114,118,560,111
113,104,580,106
88,61,629,125
96,52,631,124
114,102,574,113
90,46,630,137
87,57,619,140
117,68,588,130
97,63,622,121
92,52,632,127
106,46,639,112
100,46,624,133
