TQ,FQ,TS,FS
126,85,584,108
102,77,601,123
116,60,596,131
99,50,625,129
120,85,599,99
139,127,561,76
128,115,561,99
127,147,524,105
117,61,600,125
120,75,593,115
127,137,548,91
117,63,596,127
116,84,598,105
114,65,598,126
102,66,638,97
98,51,634,120
106,81,596,120
144,113,540,106
107,64,607,125
99,60,614,130
120,53,613,117
139,140,525,99
108,89,589,117
104,60,615,124
108,74,610,111
100,66,626,111
115,63,611,114
105,54,627,117
121,85,593,104
114,62,622,105
101,62,628,112
126,121,562,94
105,84,592,122
102,55,621,125
95,57,619,132
133,89,567,114
107,59,626,111
124,130,554,95
123,57,628,95
112,67,603,121
