TQ,FQ,TS,FS
101,42,627,133
104,111,567,121
115,64,592,132
112,114,561,116
102,83,601,117
115,89,599,100
113,80,596,114
110,83,588,122
124,108,553,118
118,89,579,117
106,67,618,112
109,57,602,135
101,52,630,120
115,95,568,125
106,116,588,93
112,114,571,106
90,62,615,136
117,47,606,133
100,57,614,132
90,46,628,139
128,97,569,109
127,102,563,111
107,65,613,118
95,56,619,133
103,59,625,116
88,56,636,123
122,95,579,107
121,95,586,101
107,69,609,118
118,119,565,101
94,52,638,119
118,106,577,102
102,67,609,125
111,50,626,116
104,97,579,123
128,122,534,119
113,101,584,105
106,103,581,113
114,62,623,104
103,60,610,130
