TQ,FQ,TS,FS
121,76,593,113
101,80,598,124
127,95,561,120
111,105,570,117
109,93,591,110
100,47,641,115
109,77,599,118
112,91,580,120
117,83,578,125
113,71,597,122
126,97,588,92
126,86,573,118
94,49,633,127
116,88,575,124
102,106,598,97
95,51,634,123
117,95,582,109
117,65,588,133
97,62,609,135
99,55,619,130
123,73,593,114
128,92,573,110
113,74,604,112
101,86,589,127
120,103,581,99
100,95,597,111
116,93,581,113
128,90,591,94
114,85,593,111
121,101,583,98
106,87,603,107
122,103,580,98
98,58,618,129
122,86,590,105
97,54,622,130
127,98,558,120
119,89,596,99
110,81,603,109
120,81,604,98
115,84,586,118
