TQ,FQ,TS,FS
107,60,609,127
96,85,593,129
103,62,594,144
78,42,633,150
88,66,618,131
90,57,631,125
99,59,617,128
94,73,598,138
103,70,591,139
79,36,632,156
102,71,614,116
109,60,599,135
90,66,616,131
99,79,584,141
89,83,621,110
91,74,611,127
73,46,631,153
100,55,598,150
75,35,636,157
91,57,617,138
112,59,607,125
103,71,594,135
81,42,636,144
95,66,609,133
105,72,612,114
84,71,621,127
96,75,599,133
109,69,612,113
95,61,617,130
93,52,632,126
88,65,625,125
103,79,604,117
89,66,610,138
99,69,607,128
89,57,619,138
92,49,607,155
86,32,653,132
95,74,610,124
89,28,657,129
105,73,597,128
