TQ,FQ,TS,FS
106,78,591,128
105,96,582,120
117,87,569,130
99,90,585,129
102,89,595,117
99,50,638,116
106,75,601,121
110,94,577,122
116,93,568,126
108,80,588,127
112,105,580,106
108,58,601,136
109,90,592,112
104,74,589,136
94,69,635,105
95,55,630,123
211,546,131,15
112,64,589,138
99,62,609,133
88,47,627,141
220,525,141,17
117,75,590,121
111,90,588,114
106,91,584,122
117,103,581,102
100,99,593,111
99,59,615,130
113,85,596,109
108,78,600,117
112,98,586,107
103,85,605,110
116,100,583,104
101,90,586,126
105,47,629,122
104,89,587,123
115,111,545,132
108,84,601,110
90,51,633,129
104,52,633,114
101,71,599,132
