TQ,FQ,TS,FS
107,51,618,127
105,76,602,120
106,59,597,141
112,111,564,116
91,41,643,128
99,41,647,116
118,89,587,109
95,53,618,137
107,62,599,135
97,61,607,138
95,52,633,123
103,56,603,141
107,110,572,114
113,89,574,127
87,63,641,112
107,104,581,111
99,75,602,127
117,47,606,133
113,100,571,119
98,54,620,131
136,111,555,101
103,53,612,135
92,60,618,133
90,58,617,138
103,52,632,116
92,54,638,119
116,113,561,113
106,52,629,116
112,64,614,113
107,69,615,112
90,62,628,123
99,60,623,121
101,61,615,126
94,45,631,133
92,56,620,135
115,59,597,132
101,48,637,117
96,62,622,123
109,57,628,109
103,53,617,130
