TQ,FQ,TS,FS
116,68,601,118
100,72,606,125
121,79,577,126
111,103,572,117
95,51,633,124
110,76,612,105
113,91,585,114
111,89,582,121
118,86,575,124
113,72,596,122
127,105,580,91
125,85,574,119
112,114,568,109
116,88,575,124
95,87,617,104
95,50,635,123
119,100,577,107
124,74,579,126
118,97,574,114
109,87,587,120
114,48,618,123
133,100,565,105
118,86,592,107
100,81,594,128
119,103,581,100
98,89,603,113
116,86,588,113
129,88,593,93
113,79,599,112
119,97,587,100
106,89,601,107
122,102,581,98
114,92,584,113
107,45,631,120
98,56,620,129
128,106,550,119
112,74,611,106
113,92,592,106
103,42,643,115
117,90,580,116
