TQ,FQ,TS,FS
422,225,444,247
489,290,388,189
326,141,515,330
403,202,473,272
414,203,481,270
450,215,473,238
355,177,499,321
420,247,424,251
400,192,469,261
343,179,489,325
470,259,426,215
411,244,415,248
365,150,532,317
421,257,406,242
424,196,508,280
315,159,526,370
380,217,460,297
356,169,484,297
445,250,421,226
421,202,472,253
388,182,484,278
411,215,450,254
342,146,532,336
376,227,448,299
379,156,528,305
435,246,446,257
434,219,455,240
411,219,462,270
493,305,373,185
460,260,424,224
418,223,467,272
472,281,402,211
267,125,551,409
309,124,552,367
308,154,522,368
424,256,400,232
432,220,465,253
536,368,316,148
356,158,527,329
393,215,455,277
