TQ,FQ,TS,FS
422,212,457,247
415,194,484,263
490,264,392,166
409,229,446,266
401,183,501,283
437,204,484,251
385,182,494,291
395,206,465,276
255,84,577,406
440,281,387,228
499,315,370,186
472,277,382,187
442,244,438,240
431,262,401,232
505,324,380,199
426,202,483,259
406,236,441,271
343,126,527,310
404,231,440,267
352,160,514,322
456,251,415,210
473,271,394,192
459,220,458,219
413,234,441,262
609,436,248,75
339,173,519,353
350,164,510,324
424,259,422,257
332,133,545,346
554,365,319,130
567,305,385,123
499,278,405,184
336,143,533,340
518,289,387,158
345,150,526,331
270,110,546,386
414,171,514,271
464,251,433,220
435,213,472,250
439,249,421,231
