TQ,FQ,TS,FS
644,617,52,25
275,189,489,403
647,602,54,9
273,183,492,402
243,174,510,441
227,189,499,461
252,158,518,424
629,627,44,42
263,171,490,398
228,173,495,440
262,202,483,423
243,175,484,416
261,188,494,421
268,172,491,395
248,178,526,456
242,185,500,443
653,622,55,24
637,594,59,16
286,177,494,385
243,187,487,431
652,627,39,14
265,160,505,400
660,630,48,18
250,192,483,425
659,638,46,25
0,0,692,692
244,189,485,430
641,634,47,40
289,182,496,389
0,0,684,684
293,185,505,397
256,185,498,427
317,189,487,359
658,618,58,18
269,170,506,407
628,608,48,28
651,630,55,34
279,180,504,405
255,191,494,430
240,184,486,430
