"","question","statement"
"#H",0.124840718971157,-0.124840718971157
"bg",0.487720065358217,0.512279934641782
"H#",0.160982651959463,-0.160982651959463
"empty",-0.0910103998681782,0.0910103998681783
"L#",-0.172894261116256,0.172894261116256
"#L",0.145939401613927,-0.145939401613927
