TQ,FQ,TS,FS
142,195,474,92
135,166,512,90
144,188,468,103
130,208,467,98
121,172,512,98
164,303,385,51
141,205,471,86
161,271,400,71
154,223,438,88
114,214,454,121
126,197,488,92
167,246,413,77
115,173,509,106
116,152,511,124
94,155,549,105
108,142,543,110
160,292,385,66
117,117,536,133
155,250,421,77
101,130,544,128
115,139,527,122
170,258,407,68
159,273,405,66
90,99,576,138
150,213,471,69
138,262,430,73
153,270,404,76
152,297,384,70
147,247,431,78
139,229,455,80
128,180,510,85
110,162,521,110
165,306,370,62
165,246,430,62
111,130,546,116
153,228,428,94
139,200,485,79
144,205,479,75
155,268,417,63
144,218,452,89
