TQ,FQ,TS,FS
138,312,357,96
53,76,602,172
211,439,217,36
91,155,520,137
108,294,390,111
87,193,495,128
98,189,487,129
109,198,473,123
200,426,235,42
86,163,505,149
166,407,278,52
92,157,502,152
128,304,378,93
112,237,426,128
148,431,273,51
119,266,419,99
84,142,535,142
76,109,544,174
106,209,462,126
187,424,250,42
46,70,596,191
93,172,493,145
89,159,519,136
100,218,457,128
125,259,425,94
118,279,413,93
98,209,465,131
105,197,484,117
153,335,343,72
132,270,414,87
147,349,341,66
105,231,452,115
110,224,452,117
159,318,358,68
79,146,530,148
134,249,407,113
115,261,424,103
92,154,530,127
86,192,493,132
127,274,396,106
