TQ,FQ,TS,FS
98,194,475,136
100,200,478,125
128,208,448,119
28,41,634,200
81,195,489,138
61,90,598,154
155,389,287,72
107,217,454,125
102,231,430,140
154,361,307,81
141,291,394,77
119,230,429,125
75,117,565,146
110,226,437,130
132,428,276,67
186,503,182,32
164,413,264,62
119,228,425,131
72,120,551,160
91,206,468,138
168,398,268,69
74,95,570,164
183,539,139,42
153,381,294,75
164,394,290,55
119,293,399,92
86,188,486,143
146,354,327,76
126,246,432,99
145,342,342,74
182,508,182,31
175,441,242,45
148,365,311,79
132,285,391,95
132,310,366,95
65,102,554,182
123,291,394,95
99,202,482,120
182,471,214,36
127,270,400,106
