TQ,FQ,TS,FS
152,282,387,82
137,185,493,88
168,250,406,79
44,65,610,184
163,331,353,56
152,313,375,63
169,315,361,58
115,168,503,117
96,115,546,146
142,273,395,93
130,250,435,88
117,175,484,127
143,261,421,78
158,259,404,82
151,359,345,48
110,223,462,108
143,241,436,83
148,212,441,102
159,321,350,73
131,222,452,98
161,272,394,76
136,167,498,102
182,406,272,43
127,222,453,101
170,327,357,49
153,306,386,58
129,209,465,100
163,327,354,59
147,246,432,78
160,318,366,59
127,195,495,86
153,256,427,67
112,166,510,115
161,281,395,66
128,221,455,99
174,292,364,73
157,292,393,61
84,86,598,135
151,268,417,67
164,283,387,69
