"","question","statement"
"bg",0.42071263866937,0.579287340902338
"H#",0.0451290539768811,-0.0451290198032321
"empty",0.0238814071768891,-0.0238813882598475
"HH#",0.204528950975864,-0.204528959228627
"#H",0.287290923921773,-0.287290912622819
"#HH",-0.0626024893734878,0.0626025218245186
"#HHH",0.137560429409588,-0.137560499428992
"HHH#",-0.00108494089837474,0.00108445807852973
"HHHH#",-0.399493828857924,0.399537175987291
