TQ,FQ,TS,FS
91,47,622,143
174,299,379,51
177,283,373,70
175,304,371,53
166,300,384,53
167,306,382,48
178,302,374,49
170,345,326,62
177,296,365,65
84,65,603,151
159,306,379,59
102,70,589,142
154,303,379,67
171,264,399,69
150,330,374,49
83,54,631,135
104,135,542,122
191,287,366,59
167,280,391,65
80,51,623,149
99,57,609,138
159,253,412,79
174,320,358,51
74,49,626,154
170,329,355,49
157,308,384,54
176,302,372,53
172,309,372,50
84,55,623,141
188,370,314,31
96,121,569,117
169,307,376,51
165,297,379,62
176,302,374,51
162,313,363,65
190,314,342,57
162,284,401,56
175,323,361,44
185,353,332,33
175,304,366,58
