TQ,FQ,TS,FS
214,503,166,20
208,523,155,17
217,500,156,30
8,8,667,220
7,3,681,212
195,531,157,20
204,518,158,23
6,5,666,226
215,509,152,27
7,12,656,228
203,535,150,15
221,516,143,23
198,536,146,23
211,510,153,29
179,566,138,20
193,516,169,25
205,516,161,21
228,512,141,22
201,510,161,31
208,514,160,21
8,5,661,229
219,519,146,19
204,524,154,21
200,525,150,28
195,528,156,24
187,537,155,24
212,507,167,17
200,514,167,22
207,520,158,18
205,530,154,14
193,516,174,20
2,8,675,218
197,533,143,30
2,7,669,225
204,529,147,23
216,507,149,31
194,521,164,24
9,6,678,210
193,522,163,25
208,509,161,25
