TQ,FQ,TS,FS
199,416,253,35
184,421,257,41
197,396,260,50
177,403,272,51
182,437,247,37
181,435,253,34
192,397,279,35
185,407,264,47
195,401,260,47
192,414,254,43
181,437,248,37
207,407,252,37
180,420,262,41
195,418,245,45
159,458,246,40
184,413,272,34
184,417,260,42
208,400,253,42
192,400,271,40
188,408,266,41
206,436,230,31
204,410,255,34
192,414,264,33
190,400,275,38
183,427,257,36
168,422,270,43
193,387,287,36
185,385,296,37
194,418,260,31
193,431,253,26
174,427,263,39
180,409,274,40
188,424,252,39
192,422,254,35
184,416,260,43
198,399,257,49
180,405,280,38
184,421,263,35
183,432,253,35
186,411,259,47
