TQ,FQ,TS,FS
43,22,647,191
194,467,211,31
201,414,242,46
184,434,241,44
31,23,661,188
187,472,216,28
193,444,232,34
189,437,234,43
207,447,214,35
190,421,247,45
182,459,226,36
208,439,220,36
32,27,655,189
197,420,243,43
28,21,683,171
175,419,266,43
34,29,648,192
220,444,209,30
35,28,643,197
34,17,657,195
211,450,216,26
208,439,226,30
30,19,659,195
193,444,231,35
46,28,656,173
178,440,252,33
194,436,238,35
178,443,238,44
32,25,653,193
190,440,244,29
172,431,259,41
42,25,658,178
185,446,230,42
195,433,243,32
184,443,233,43
215,449,207,32
180,425,260,38
184,443,241,35
179,418,267,39
37,28,642,196
