TQ,FQ,TS,FS
204,446,223,30
190,479,199,35
207,449,207,40
30,19,656,198
35,24,660,184
184,459,229,31
199,461,215,28
193,478,193,39
215,465,196,27
200,454,214,35
186,471,214,32
207,453,206,37
193,479,203,28
209,440,223,31
169,485,219,30
183,449,236,35
192,482,195,34
226,461,192,24
35,26,645,197
201,452,222,28
45,26,640,192
211,465,200,27
203,499,179,22
36,23,652,192
40,21,663,179
181,459,233,30
199,462,212,30
31,22,659,191
195,458,220,30
41,22,662,178
187,494,196,26
189,451,232,31
195,474,202,32
202,458,218,25
31,17,659,196
218,466,190,29
186,508,177,32
190,466,218,29
185,454,231,33
197,458,212,36
