TQ,FQ,TS,FS
46,21,648,188
199,521,157,26
48,23,633,199
42,19,656,186
42,19,665,177
58,18,670,157
203,530,146,24
46,21,650,186
222,521,140,20
209,505,163,26
44,22,663,174
50,24,635,194
44,21,661,177
54,30,633,186
38,23,681,161
192,498,187,26
42,32,645,184
59,21,632,191
48,19,652,184
211,501,173,18
54,28,638,183
47,25,640,191
204,497,181,21
210,509,166,18
56,25,659,163
192,536,156,19
49,29,645,180
196,514,167,26
206,501,177,19
207,519,165,12
43,22,668,170
195,505,178,25
41,22,654,186
46,20,656,181
205,522,154,22
54,35,621,193
45,21,664,173
43,23,661,176
195,514,171,23
46,24,646,187
