TQ,FQ,TS,FS
180,359,310,54
183,383,295,42
179,344,312,68
178,375,300,50
171,402,282,48
39,21,667,176
188,382,294,39
169,373,298,63
183,358,303,59
182,369,299,53
177,413,272,41
205,398,261,39
170,401,281,51
175,355,308,65
159,430,274,40
173,363,322,45
179,409,268,47
206,373,280,44
180,360,311,52
176,363,311,53
203,386,280,34
191,382,283,47
175,385,293,50
183,387,288,45
170,359,325,49
166,393,299,45
180,364,310,49
164,358,323,58
182,359,319,43
179,381,303,40
169,380,310,44
179,376,307,41
171,375,301,56
185,399,277,42
179,386,290,48
190,379,277,57
175,376,309,43
176,372,312,43
165,369,316,53
185,392,278,48
