TQ,FQ,TS,FS
95,96,573,139
186,364,314,39
71,43,613,176
92,90,585,136
61,58,626,158
174,392,296,41
186,378,298,41
92,114,557,140
191,355,306,51
84,99,569,151
93,109,576,125
102,92,567,142
184,412,270,37
72,42,621,168
156,390,314,43
164,331,354,54
65,58,619,161
208,354,299,42
180,353,318,52
93,90,584,136
202,366,300,35
100,105,560,138
82,85,593,143
180,371,304,48
98,100,584,121
90,107,585,121
67,48,626,162
177,379,302,45
186,374,304,39
69,68,616,150
169,372,318,44
171,348,335,49
91,119,557,136
96,109,567,131
64,58,618,163
106,109,547,141
88,92,593,130
86,96,588,133
169,354,331,49
94,95,575,139
