TQ,FQ,TS,FS
8,5,664,226
9,12,666,216
237,588,68,10
216,581,94,12
209,593,91,10
201,599,89,14
213,589,87,14
217,583,88,15
8,13,648,234
7,9,659,228
9,6,679,209
238,585,74,6
211,594,88,10
228,579,84,12
192,616,88,7
8,7,678,210
216,591,86,10
10,12,641,240
224,582,89,8
6,6,668,223
11,7,659,226
8,11,654,230
211,591,87,14
7,8,667,221
9,9,675,210
200,603,89,11
218,589,85,11
209,586,95,13
7,6,672,218
210,585,99,9
205,598,92,8
208,597,86,12
216,592,84,11
5,4,672,222
7,7,669,220
236,574,82,11
210,598,87,8
208,596,88,11
13,8,677,205
220,586,84,13
