TQ,FQ,TS,FS
124,63,606,110
117,85,593,108
126,62,594,121
112,63,612,116
105,61,623,114
127,74,614,88
121,57,619,106
120,125,546,112
118,54,607,124
115,58,610,120
119,74,611,99
116,59,600,128
114,80,602,107
126,82,581,114
101,66,638,98
109,70,615,109
104,73,604,122
139,70,583,111
123,71,600,109
107,57,617,122
130,63,603,107
134,94,571,104
111,66,612,114
110,67,608,118
119,58,626,100
116,141,551,95
115,67,607,114
129,85,596,93
119,67,611,106
123,67,617,96
102,58,632,111
121,89,594,99
111,60,616,116
115,56,620,112
110,77,599,117
134,69,587,113
107,54,631,111
117,60,624,102
125,52,633,93
139,132,538,94
