TQ,FQ,TS,FS
211,467,202,23
152,257,421,73
149,221,435,98
148,252,423,80
147,270,414,72
150,270,418,65
156,268,408,71
150,258,413,82
153,261,400,89
149,240,428,86
145,281,404,73
171,268,391,73
147,266,416,74
136,215,448,104
128,271,433,71
136,234,451,82
153,270,407,73
175,244,409,75
153,240,431,79
155,254,420,74
174,274,392,63
167,270,395,71
150,256,422,75
145,242,433,83
148,258,426,71
152,316,376,59
147,275,399,82
145,253,428,77
142,242,436,83
146,283,401,73
138,253,437,75
145,249,434,75
155,263,413,72
155,266,410,72
140,257,419,87
213,472,184,34
147,257,428,71
141,264,420,78
137,218,467,81
214,513,157,19
