TQ,FQ,TS,FS
123,80,589,111
108,80,598,117
132,102,554,115
138,148,527,90
130,136,548,89
170,290,398,45
143,140,536,84
173,304,367,59
150,169,492,92
133,146,522,102
155,190,495,63
157,162,497,87
116,73,609,105
120,100,563,120
161,329,375,38
127,148,537,91
108,98,579,118
124,65,588,126
130,139,532,102
120,85,589,109
154,144,522,83
141,141,524,97
130,121,557,95
127,143,532,101
149,188,496,70
135,183,509,76
144,125,549,85
142,131,550,80
127,91,587,98
143,126,558,76
179,309,381,34
185,340,343,35
123,117,559,104
109,88,588,118
132,142,534,95
138,86,570,109
161,286,399,57
176,300,384,43
174,277,408,44
132,127,543,101
