TQ,FQ,TS,FS
208,473,196,26
202,491,187,23
215,469,187,32
199,488,187,29
192,484,200,27
15,4,684,200
196,482,194,31
202,491,180,30
9,10,651,233
203,476,192,32
195,505,180,23
19,8,651,225
194,503,179,27
205,472,191,35
176,527,177,23
192,475,210,26
17,16,661,209
9,13,640,241
199,466,205,33
10,6,668,219
16,11,655,221
217,497,168,21
200,503,175,25
195,489,186,33
194,489,195,25
8,13,679,203
11,14,660,218
191,476,205,31
203,487,191,22
203,488,196,16
190,491,199,23
197,487,196,23
195,497,179,32
206,497,179,21
200,490,186,27
17,7,649,230
192,490,195,26
195,486,198,24
190,479,206,28
205,472,198,28
