TQ,FQ,TS,FS
169,361,317,56
91,173,526,113
119,216,469,99
131,252,421,99
140,258,418,87
103,139,535,126
134,231,455,83
182,304,347,70
108,196,487,112
148,220,440,95
159,328,353,63
150,241,428,84
145,289,392,77
140,274,401,88
131,224,457,91
162,271,388,82
142,219,454,88
120,206,468,109
131,197,458,117
162,442,253,46
