TQ,FQ,TS,FS
77,25,644,157
81,76,602,144
77,28,628,170
84,71,604,144
62,24,660,157
85,62,626,130
89,44,632,138
84,60,611,148
75,34,627,167
82,60,608,153
200,543,142,18
93,68,591,151
73,31,651,148
87,63,600,153
69,68,636,130
78,58,627,140
62,40,637,164
92,65,588,158
68,28,643,164
68,60,614,161
222,550,116,15
80,30,635,158
77,60,618,148
61,24,651,167
80,65,619,139
66,62,630,145
86,72,602,143
72,28,653,150
79,62,616,146
77,37,647,142
59,28,662,154
78,71,612,142
67,29,647,160
69,28,648,158
72,35,641,155
87,39,617,160
74,24,661,144
83,65,619,136
80,25,660,138
89,62,608,144
