TQ,FQ,TS,FS
137,95,574,97
118,104,574,107
130,77,579,117
121,95,580,107
121,78,606,98
124,71,617,91
128,82,594,99
141,167,504,91
134,89,572,108
121,78,590,114
132,110,575,86
124,84,575,120
117,60,622,104
156,165,498,84
107,84,620,92
134,141,544,84
117,113,564,109
146,94,559,104
118,71,600,114
124,98,576,105
137,75,591,100
135,97,568,103
134,151,527,91
129,135,540,99
120,77,607,99
129,158,534,82
132,105,569,97
124,82,599,98
119,75,603,106
128,76,608,91
107,79,611,106
122,81,602,98
114,75,601,113
118,73,603,109
116,83,593,111
143,102,554,104
135,155,530,83
114,79,605,105
129,70,615,89
142,127,543,91
