TQ,FQ,TS,FS
113,52,617,121
120,123,555,105
137,110,546,110
210,499,176,18
102,52,632,117
112,49,639,103
123,95,581,104
100,62,609,132
111,52,609,131
100,45,623,135
131,117,568,87
118,71,588,126
105,65,617,116
114,71,592,126
97,55,649,102
102,55,630,116
96,66,611,130
125,59,594,125
106,57,614,126
116,104,570,113
121,52,614,116
119,64,601,119
103,60,618,122
96,48,627,132
125,112,572,94
93,57,635,118
110,53,621,119
117,87,594,105
109,59,619,116
128,111,573,91
98,79,611,115
113,79,604,107
101,54,622,126
116,71,605,111
128,104,572,99
129,81,575,118
105,48,637,113
104,68,616,115
129,107,578,89
118,69,601,115
