TQ,FQ,TS,FS
136,89,580,98
122,116,562,103
133,84,572,114
116,80,595,112
121,79,605,98
130,83,605,85
126,80,596,101
123,88,583,109
131,83,578,111
121,84,584,114
119,74,611,99
119,81,578,125
135,143,539,86
133,95,568,107
120,107,597,79
120,102,583,98
109,83,594,117
156,127,526,94
119,79,592,113
128,102,572,101
136,77,589,101
133,93,572,105
119,86,592,106
132,149,526,96
129,94,590,90
110,94,598,101
126,79,595,103
137,96,585,85
126,85,593,99
125,76,608,94
103,67,623,110
129,100,583,91
132,145,531,95
121,77,599,106
139,158,518,88
138,102,554,109
111,64,621,107
111,63,621,108
134,81,604,84
132,84,586,101
