TQ,FQ,TS,FS
598,547,122,71
627,559,119,51
609,534,122,47
589,554,121,86
642,563,121,42
604,557,131,84
596,554,122,80
588,546,125,83
0,0,661,661
589,550,118,79
599,564,121,86
610,558,101,49
613,564,118,69
2,3,660,661
0,0,704,704
0,0,685,685
604,559,118,73
583,530,123,70
594,539,132,77
630,544,130,44
0,3,663,666
625,553,112,40
621,571,107,57
0,2,673,675
606,551,133,78
623,563,129,69
636,551,123,38
624,546,135,57
621,569,109,57
635,545,139,49
0,0,690,690
629,554,129,54
623,551,125,53
0,4,672,676
0,0,676,676
0,0,656,656
605,565,120,80
620,562,122,64
0,1,684,685
604,551,119,66
