TQ,FQ,TS,FS
223,115,554,446
201,86,592,477
221,110,546,435
478,405,270,197
180,129,555,504
238,112,576,450
160,78,598,516
161,96,575,510
225,123,538,436
391,377,291,277
218,117,568,467
167,73,586,492
149,94,588,533
162,86,577,501
260,130,574,444
212,135,550,473
487,431,246,190
225,115,538,428
214,108,563,457
172,85,589,502
484,425,241,182
179,83,582,486
177,100,578,501
195,127,548,480
219,132,552,465
188,94,598,504
245,130,544,429
497,435,246,184
193,114,564,485
235,118,566,449
220,126,564,470
162,89,594,521
217,129,547,459
224,140,536,452
384,356,320,292
656,656,0,0
195,95,590,490
216,114,570,468
483,425,260,202
172,78,592,498
