TQ,FQ,TS,FS
530,388,281,139
512,405,273,166
499,382,274,157
482,392,283,193
519,407,277,165
671,671,17,17
512,405,271,164
473,379,292,198
503,390,271,158
506,397,271,162
529,426,259,156
508,408,251,151
510,402,280,172
472,414,249,191
528,442,262,176
518,405,280,167
512,385,292,165
514,392,261,139
485,393,278,186
502,388,286,172
485,406,260,181
523,385,280,142
518,394,284,160
500,390,285,175
543,395,289,141
488,412,280,204
526,399,275,148
512,385,296,169
511,407,271,167
0,0,684,684
506,409,281,184
524,404,279,159
514,419,257,162
515,394,282,161
509,396,280,167
503,393,263,153
527,382,303,158
518,413,271,166
539,415,270,146
506,405,265,164
