TQ,FQ,TS,FS
669,669,0,0
180,96,582,498
558,531,125,98
445,385,290,230
232,194,490,452
446,402,286,242
544,507,169,132
478,438,233,193
375,302,359,286
526,535,133,142
424,396,289,261
551,528,131,108
501,484,198,181
181,158,505,482
147,105,599,557
407,394,291,278
134,113,564,543
630,617,36,23
164,83,588,507
159,88,586,515
406,377,289,260
114,86,579,551
453,387,291,225
216,164,511,459
397,408,276,287
451,351,341,241
333,281,393,341
476,413,268,205
220,136,542,458
435,399,285,249
168,109,581,522
349,309,374,334
154,105,571,522
174,96,580,502
563,547,129,113
526,504,152,130
346,291,394,339
508,425,259,176
437,345,340,248
347,293,377,323
