TQ,FQ,TS,FS
464,364,305,205
159,54,624,519
434,366,290,222
456,375,300,219
122,70,614,562
432,379,309,256
422,380,296,254
418,397,274,253
445,361,300,216
113,57,611,555
455,391,294,230
100,51,608,559
477,425,257,205
442,368,295,221
132,71,633,572
476,367,318,209
99,52,625,578
434,377,276,219
442,349,322,229
131,85,589,543
468,389,277,198
448,379,286,217
107,67,611,571
481,403,272,194
684,684,0,0
478,377,315,214
128,64,610,546
91,63,618,590
98,56,622,580
123,57,627,561
96,30,660,594
465,367,316,218
482,407,269,194
472,376,300,204
473,382,294,203
102,52,604,554
440,392,293,245
462,379,305,222
113,61,624,572
452,377,293,218
