TQ,FQ,TS,FS
351,213,456,318
351,193,485,327
620,563,93,36
345,215,460,330
345,209,475,339
365,239,449,323
301,198,478,375
335,204,467,336
335,185,476,326
313,191,477,355
359,226,459,326
607,534,125,52
323,202,480,359
596,534,129,67
660,612,92,44
340,208,477,345
338,220,457,339
369,210,443,284
347,201,470,324
316,191,483,358
347,220,446,319
609,552,113,56
611,548,130,67
333,204,471,342
363,198,486,321
360,221,471,332
609,553,121,65
310,196,485,371
325,207,471,353
377,224,460,307
364,218,472,326
396,222,461,287
363,234,442,313
378,233,443,298
619,577,99,57
325,230,426,331
627,548,137,58
363,223,461,321
355,195,490,330
326,207,463,344
