TQ,FQ,TS,FS
280,158,511,389
287,163,515,391
340,211,445,316
477,388,287,198
364,231,453,320
459,357,331,229
247,166,510,429
295,228,443,376
315,213,448,346
284,157,511,384
213,86,599,472
269,163,496,390
287,160,522,395
483,394,269,180
345,171,533,359
251,168,517,434
332,213,464,345
314,190,463,339
322,206,465,349
321,211,463,353
485,405,261,181
286,147,518,379
170,104,574,508
279,175,500,396
204,112,572,480
306,234,458,386
313,165,509,361
343,235,446,338
292,166,512,386
280,162,522,404
130,69,621,560
266,168,515,417
480,399,277,196
330,236,440,346
270,153,523,406
152,65,591,504
273,177,508,412
249,157,527,435
297,156,529,388
416,346,324,254
