TQ,FQ,TS,FS
486,372,297,183
518,390,288,160
501,376,280,155
456,384,291,219
500,384,300,184
467,387,301,221
499,382,294,177
461,353,318,210
500,388,273,161
481,382,286,187
512,405,280,173
493,391,268,166
470,402,280,212
467,380,283,196
499,407,297,205
500,392,293,185
510,372,305,167
463,382,271,190
487,391,280,184
477,375,299,197
491,376,290,175
487,365,300,178
520,394,284,158
479,370,305,196
521,376,308,163
495,382,310,197
524,378,296,150
490,375,306,191
481,408,270,197
506,386,298,178
496,392,298,194
524,400,283,159
487,416,260,189
506,385,291,170
519,379,297,157
484,397,259,172
483,387,298,202
496,390,294,188
520,395,290,165
486,388,282,184
