TQ,FQ,TS,FS
551,481,188,118
616,552,126,62
240,153,503,416
283,178,497,392
314,186,498,370
343,240,448,345
263,185,491,413
297,161,510,374
282,177,484,379
345,235,433,323
322,193,492,363
322,183,476,337
295,194,488,387
277,193,470,386
296,206,498,408
275,170,515,410
583,529,148,94
315,167,486,338
332,215,456,339
331,228,446,343
351,230,436,315
305,169,496,360
365,234,444,313
262,178,497,413
559,492,192,125
534,489,203,158
318,169,505,356
605,539,142,76
318,176,502,360
287,191,493,397
295,176,514,395
626,536,147,57
316,198,478,360
337,193,483,339
296,198,478,380
579,523,133,77
323,175,510,362
311,183,501,373
284,176,509,401
264,175,495,406
