TQ,FQ,TS,FS
330,224,445,339
470,395,283,208
123,77,579,533
574,556,119,101
330,305,379,354
249,205,483,439
141,124,552,535
470,422,249,201
202,162,499,459
435,402,266,233
461,408,277,224
348,236,423,311
460,440,242,222
233,234,429,430
534,464,240,170
685,685,0,0
676,677,0,1
441,422,231,212
331,253,418,340
74,63,611,600
443,369,297,223
486,414,251,179
0,0,678,678
449,383,292,226
382,361,323,302
130,63,629,562
334,318,356,340
127,96,585,554
137,90,588,541
276,261,423,408
357,325,365,333
389,329,354,294
397,301,375,279
426,385,291,250
447,422,254,229
517,461,195,139
242,175,510,443
530,520,164,154
501,464,221,184
429,376,294,241
