TQ,FQ,TS,FS
121,73,596,113
106,96,582,119
123,63,593,124
110,73,602,118
103,73,611,116
134,129,559,81
136,132,544,91
115,86,585,117
125,79,582,117
135,121,547,100
141,168,517,77
132,109,550,112
114,62,620,107
135,133,530,105
129,164,540,70
128,158,527,90
114,95,582,112
136,65,588,114
117,103,568,115
105,51,623,124
128,77,589,109
116,91,574,122
109,76,602,116
111,73,602,117
144,161,523,75
103,82,610,108
123,77,597,106
132,138,543,90
124,80,598,101
122,80,604,97
105,56,634,108
113,93,590,107
116,99,577,111
111,79,597,116
104,79,597,123
157,162,494,90
111,64,621,107
111,78,606,108
130,68,617,88
119,72,598,114
