TQ,FQ,TS,FS
7,10,659,227
195,475,203,30
2,14,642,245
188,473,202,40
186,470,214,33
185,478,210,30
0,0,676,227
197,453,218,35
210,450,211,32
205,456,212,30
187,489,196,31
214,468,191,30
191,470,212,30
201,462,201,39
166,514,190,33
6,8,677,212
196,472,205,30
214,464,189,36
190,436,235,42
0,0,674,229
209,470,196,28
213,447,218,25
202,470,208,23
201,463,212,27
191,474,210,28
177,482,210,34
202,450,224,27
192,441,240,30
198,478,200,27
197,482,202,22
181,479,211,32
192,467,216,28
198,482,194,29
200,476,200,27
198,463,213,29
212,458,198,35
190,467,218,28
193,475,209,26
186,475,210,32
201,466,204,32
