TQ,FQ,TS,FS
134,88,581,100
123,96,582,102
135,82,574,112
124,100,575,104
116,80,604,103
121,64,624,94
127,61,615,100
118,79,592,114
127,76,585,115
125,74,594,110
129,119,566,89
126,109,550,118
141,157,525,80
142,114,549,98
111,94,610,88
116,85,600,102
142,179,498,84
139,67,586,111
121,69,602,111
111,71,603,118
156,170,496,81
133,79,586,105
115,65,613,110
114,63,612,114
122,72,612,97
132,177,515,79
126,77,597,103
126,82,599,96
129,90,588,96
126,73,611,93
120,101,589,93
121,94,589,99
117,79,597,110
122,96,580,105
125,128,548,102
147,92,564,100
133,149,536,85
118,81,603,101
130,63,622,88
116,54,616,117
