TQ,FQ,TS,FS
149,147,522,85
123,157,521,102
145,153,503,102
164,258,417,64
133,163,521,86
126,149,539,89
128,140,536,99
132,166,505,100
126,164,497,116
161,235,433,74
147,288,397,71
138,141,518,106
122,161,521,99
134,154,509,106
158,345,359,41
119,134,551,99
119,148,529,107
148,177,476,102
131,162,509,101
130,140,534,99
154,175,491,83
139,168,497,99
134,171,507,91
125,149,526,103
130,158,526,89
133,192,500,78
136,144,530,93
128,146,535,94
140,135,543,85
187,406,278,32
110,146,544,103
140,204,479,80
129,159,517,98
134,151,525,93
128,169,507,99
138,156,500,109
121,147,538,97
165,296,388,54
128,151,534,90
139,195,475,94
