TQ,FQ,TS,FS
227,588,81,7
218,602,76,7
236,588,68,11
214,601,74,14
0,0,684,219
205,598,90,10
223,600,76,4
219,591,80,13
0,3,658,242
0,0,668,235
208,613,72,10
0,0,659,244
213,595,87,8
230,585,78,10
187,633,71,12
0,5,680,218
215,596,81,11
239,576,77,11
0,3,668,232
219,589,85,10
0,1,665,237
228,590,75,10
222,604,74,3
220,590,85,8
208,599,85,11
199,600,92,12
1,6,668,228
216,587,94,6
221,604,74,4
211,602,82,8
204,606,84,9
215,603,80,5
220,611,65,7
225,607,69,2
0,0,676,227
236,594,62,11
206,610,75,12
0,0,684,219
208,606,79,10
0,0,670,233
