TQ,FQ,TS,FS
208,454,215,26
40,32,646,185
201,414,242,46
184,434,241,44
178,439,245,41
188,473,215,27
193,444,232,34
189,437,234,43
196,419,242,46
194,440,228,41
33,25,660,185
208,439,220,36
181,439,243,40
199,422,241,41
162,461,243,37
181,450,235,37
190,443,234,36
220,444,209,30
195,441,230,37
198,435,239,31
211,450,216,26
208,438,227,30
195,461,217,30
193,444,231,35
182,430,254,37
177,437,255,34
194,437,237,35
178,444,237,44
190,437,241,35
46,44,640,173
180,457,233,33
185,436,247,35
194,466,210,33
195,433,243,32
192,464,212,35
215,448,208,32
180,425,260,38
33,27,657,186
179,418,267,39
44,51,619,189
